HBD_cid,HBD_smiles
20111989,C(C(C(O)O)(O)O)(O)O
19830378,C1C(C1(O)O)O
19744172,C(C(CON)O)O.Cl
19593714,CC(C)O.C(CO)O
19096454,[B]CC(CO)O
18458477,C(C(CP)O)O
18444052,C(C(C(C[Hg]Cl)O)O)[Hg]Cl
18365833,C(C(C[Se]CC(CO)O)O)O
16212658,C(CO)CO.C(CO)O
13833785,C1C(OO1)CO
13801164,CCC(C(CO)O)O
12241263,CC(C(CO)O)O
12239082,C(C(CO)O)O
12239076,C(C(CO)O)O
11636797,CCC(C(CO)O)O
11412345,C(C(CO)O)O
11251965,C(C(CO)O)O
11007821,C(C(CO)O)O
10844338,C(C(CO)O)O
10486794,C1C(O1)CO
10330813,C(C(CO[Si]OCC(CO)O)O)O
10240764,C(C(CO)O)O
6995508,CCOCC(CO)O
5484406,CC(C[O])O
5288578,[HH].C(CO)CO
445135,[H+].CC(CO)O
413943,C(C(C(C[Hg]I)O)O)[Hg]I
409463,C(C(C(C[Hg])O)O)[Hg]
6327785,C(C(CO)O)O.O=[Bi]=O
9793890,C(C(CO)O)O.[Zn+2]
9837788,C(C(C(C[Se])O)O)[Se]
10313329,CC(CO)O.[Al+3].[Cl-].[Cl-]
10422057,C(C(CO)O)O.C(C(CO)O)O.O.[Ti]
10464785,C(C(CO)O)O.[O-2].[Zn+2]
10510807,C1C(O1)CO
10630887,C(C(CO)OCC(CO)O)O
12203551,CC(CO)O
12203559,CC(C(C)O)O
12203560,CC(C(C)O)O
12239072,C(C(CO)O)O
12239073,C(C(CO)O)O
12239074,C(C(CO)O)O
12239077,C(C(CO)O)O
12239081,C(C(CO)O)O
13156490,C(C[OH2+])C[OH2+]
13414487,CC(CO)OCl(=O)(=O)=O
13801165,CCC(C(CO)O)O
13801166,CCC(C(CO)O)O
14471934,C(C(C[O-])O)O
16740962,[H+].C(CO)CO
17783464,C#CO.C(C(CO)O)O
17835329,CC(CO)OO.C(COO)O
18317130,C(C(CO)O)O.[Fe+2]
18398456,C(C(CO)O)O.[Al+3].Cl.[Zr+2]
18442230,CC(CO)O.COOOC
18699573,C(C(CO)O)O.O([Si])[Si]O[Si]
18764609,B(O)(O)O.C(C(CO)O)O.N
18799069,CC(CO)O.NO
18935251,C[C-](CO)O
18952762,C(C(CO)O)O.[Ti+2]
19032056,C(C(CO)O)O.[Pb]
19098043,C(C(CO)O)O.[Mg+2]
19762023,C(C(CO)O)O.[NH4+]
19773930,CC(CO)O.[Zn+2]
19818713,C(C(CO)O)O.[OH-].[OH-].[OH-].[Ti]
19856835,C(C(CO)O[Si]([O-])([O-])[O-])O
19856836,C(C(CO)O[Si](O)(O)O)O
19863850,C(C(CO)O)O.[I-]
19902886,[B-].CC(CO)O
19918858,C(C(CO)O)O.[Si]
19962635,C1C(C1O)O.N
20033051,CC(CO)O.[Na+]
20037348,C(C(CO)O)O.OO
20040774,C(C(COO)OCl)O
20064806,C(C(CO)O[Si](=O)[O-])O
20064807,C(C(CO)O[Si](=O)O)O
20064858,C1C(C1O)O.[NH4+]
20136097,C(C(CO)O)O.[Cl-]
20153715,CC.CC(CO)O
20246465,C(C(CO)O)O.I
20249105,C(C(CO)O[Sb])O.[OH-].[OH-]
20249106,C(C(CO)O[Sb])O
20285648,C(C(CO[Si](=O)[O-])O[Si](=O)[O-])O
20371256,C(C(CO)O)O.[Al+3].[I-]
20392822,CC.C(C(CO)O)O
20406321,B(F)(F)F.C(C(CO)O)O
20479190,CC(CO)O.O[W](=O)=O
20488129,CC(CO)O[Si](=O)O
20496539,C(C(CO)O)O.[O-]S(=O)(=O)[O-].[Cu+2]
20503026,C(C(CO)O)O.[Na+].[Na+].[Na+].[Na+]
21218505,C(C(CO)O)O.[K+]
21225559,CC(CO)[O-]
21246071,[CH2-]C(CO)O
21257679,CC(CO)O.[Cl-]
21275867,CC(CCO)O.CO
21297723,CC(CO)O.O=[Zr].Cl.Cl
21327642,C(C(CO)O)O.[Co+2]
21327644,C(C(CO)O)O.[Y+3]
21529448,C(C(CO)O)O.[Ca+2]
21529449,C(C(CO)O)O.[Na+].[Mg+2]
21660673,CC([CH-]O)O
21993268,C(C(CO)O)O.[OH-].[Na+].[Cl-].[K+]
22053027,CC(CO)O.N
22222943,[H+].C(C(CO)O)O
22292225,CC(CO)O.N.N
22389710,C(C(C[O-])O)[O-]
22501501,COC.C(C(CO)O)O
22714870,[B](O)OCC(C)O
22728706,C(C(CO)O)O.[Na+]
22731161,CCC.C(C(CO)O)O.O
22942535,C(COCC(CO)O)O
22987725,C.C(C(CO)O)O
23366640,C(C(CO)OS(=O)(=O)[O-])O.[O-2]
23435252,CC(CO)O.COC
23443634,B(O)(O)OC(CO)CO
23669173,CC(CO)O.[Na+].[Cl-]
23674982,C(C(CO[S-])O)O.[K+]
23677348,C(C(CO)O)O.[OH-].[Na+]
23679428,C(C(CO)O)O.[Na+].[Cl-]
23692362,CC(CO)O.[OH-].[K+]
24884332,C(C(COCC(CO)O)O)O
25021242,C(C(CON)O)O
25240353,C(C(CO)O)O
25240354,C(C(CO)O)O
25240587,C(C(CO)O)O
25240630,C(C(CO)O)O
25241034,C(C(CO)O)O
25241135,C(C(CO)O)O
25241137,C(C(CO)O)O
25241505,C(C(CO)O)O
28765086,C(C(CON)O)O
50931197,C(C(CO)O)O.O=[Bi]=O
50932196,C(C(CO)O)O.[Sb]
51387568,CCCOCC(CO)O
53388337,CC(CO)O
53799853,C(CO)COC(CO)CO
54275238,CCC(COO)O
54489591,CC(C(COC)O)OC
56841953,C(C(CO)O)O.[OH-].[OH-].[OH-].[Al+3]
57347081,C(C(COS)O)O
57417971,[CH2]C(CO)O
57480118,C(C(CO[Pb])O)O
57702442,C(C(CO[Al])O)O
60088535,CC(C[CH]O)O
71309694,CC(C(C)O)O
71309813,CC(CO)O
71317136,C1C(O1)CO
71468604,C(C(CO)O)O.[F-].[Na+]
71662877,C(C(CO)O)O
71663057,C(C(CO)O)O
72198166,C(C(C(CO)O)O)O
73415849,C(C(CO)OCC(CO)O)O
76751791,C(C(CO)O)O.C(C(CO)O)O.O=[Ti]
76782949,C(C(CO)O)O.[Y]
77108312,C(CO)C(CO)O.[Pb+2]
79611158,CC(C(C)OC)O
79611159,CC(C(C)OC)O
85989013,C(C(CO)OS(=O)O)O
87075589,C(COOCC(CO)O)O
87090751,C(C(CO)O)O.[Cr]
87094399,C(C(C[Al])O)O
87094400,CC(CO)O.[Al]
87094411,C(C(CO)OS(=O)(=O)O)O.O
87095041,C(C(CO)O)O.[Na]
87119960,CCC(CO)OO
87130351,CCOO.C(C(CO)O)O
87158577,C(C(CO)O)O.[K]
87195094,C(C(CO)O)O.O=[Fe]
87197198,C(C(COCI)O)O
87205903,[B](O)O.CC(CO)O
87205913,[B](O)OC(CO)CO
87205915,[B](O)O.C(C(CO)O)O
87233765,CCOOCC.C(C(CO)O)O
87234088,CCOOOCC.C(C(CO)O)O
87239797,C(C(CO)O)O.[Au]
87239798,C(C(CO)O)O.[Au]
87244443,C=CO.C(C(CO)O)O
87255901,C(C(CO)O)O.OS(=O)O
87269112,C(C(CO)O)O.[O-][Mn](=O)(=O)=O.[K+]
87298840,C(C(CO)O)O.O([Si])[Si]
87320450,CC(CO)O.O.F
87328563,C(C(COSSS)O)O
87328675,C(C(COSS)O)O
87357580,C(C(CO)O)O.[Po]
87363837,C(C(CO)O)O.[N-]=[N+]=[N-]
87370265,C(C(CO)O)O.OS(=O)[O-].[Na+]
87385896,C.CC(CO)O.CO
87388299,C(C(COON)O)O
87400437,CC(CO)O.[Al].[Zr]
87400941,C(C(C[As])O)O
87406545,C(C(CO)O)O.ClCl
87420447,CC(C(COC)O)O
87434217,C(C(CO)O)O.[Zn]
87438607,C(C(CO)O)O.[Zr]
87440482,C(C(C[O-])O)O.[NH4+]
87462305,CCC(C(C)O)O
87475064,[CH2-]C(CO)O.[Al].[Zr]
87514855,C(C(CO)O)O.[O-]S(=O)(=O)[O-].[Mg+2]
87547571,CC(C)OOCCO
87556114,C(C(CO)O)O.[Ti]
87556461,[CH2-]C(CO)O.[CH2-]C(CO)O.[Ti+2]
87556462,C(C(CO)O)O.C(C(CO)O)O.[Ti]
87557456,C(C(CO)O)O.[Ti]
87560388,C(C(CO[Al]O[Al])O)O
87561445,C(C(CO)O)O.[Mg]
87576416,CC(CO)O.[O-2].[Zn+2]
87576417,CC(CO)O.O=[Zn]
87600863,C(C(CO)O)O.[Cl-].[Cs+]
87606521,CC(CO)O.[Al].Cl
87627699,C(C(CO)O)O.[O-]Cl(=O)=O.[Na+]
87630361,CC(CO)O.O=[Si]=O
87631483,B(O)(O)OC(C)CO
87641206,C(C(CO)O)O.OP(=S)(O)O
87662876,C(C(CO)O)O.[Ca]
87670116,COCC([CH-]O)O.[Au+]
87701036,C(C(CF)O)O.N
87702205,C(C(CO)O)O.[Cu]
87710598,CCOCC(CO)O.[Po]
87738312,C(C(COP)OP)O
87738313,C(C(C(O)(P)P)O)O
87785093,C(CO)C(CO)O[Si]
87792360,CC(CO)O.C(CO)CO
87856882,C(C(CO)O)O.N.N
87879936,C(C(CI)O)O.I
87886394,C(C(CO)O)O.[Al].[Zr]
87886448,C(C(CO)O)O.[Al]
87908103,COCC(CO)O.Cl
87908859,CCO.CC(CO)O.O
87919353,C(C(COO)O)O.[Po]
87953081,C(C(CO)O)O
87968493,C(C(CO[O-])O)O.[K+]
87987779,C(C(CO)O[Si])O
88006794,CC(CO)O.OCl.[Al]
88023517,C(C(CO)O)O.[O-2].[Cu+2]
88023518,C(C(CO)O)O.O=[Cu]
88034440,C(C(C(CO)O)O)O
88075309,CCOO.C(C(CO)O)O.[Na]
88163391,CC(CO)O.O[Si](=O)O
88163392,CC(CO)O.O[Si](O)(O)O
88176190,CC(CO)O.[Ca]
88188575,C(C(CO)O)O.[Fe]
88196736,[B]OCC(CO)O
88234712,CCO.C(C(CO)O)O.[Na]
88264288,C(C(COS(=O)(=O)O)O)O.O
88264558,C(C(CO[Si]O[Si]O[Si])O)O
88280328,C(C(CO)O)O.[Ca].[Zn]
88281001,C(C(CO)O)O.O.O=[Si]=O
88281359,CC(CO)O.[Mg]
88334927,C(C(CO)O)O.Cl.[Ca]
88363223,[CH2-]C(CO)O.[Ti]
88386369,C(C(COCI)O)O
88389796,CC(CO)O.[Ti]
88395959,CO.C(C(CO)O)O.O
88417596,CCCC[Sn]CCCC.C(C(CO)O)O
88417599,CCCC[Sn](CCCC)OCC(CO)O
88419611,CC(CO)O.[NH4+].[Cl-]
88446329,CCCO.CC(C)O.C(C(CO)O)O
88447542,C(C(CO)O)O.O=[Ti]=O
88447948,CC(CO)O.O(Cl)Cl.[Zr]
88466507,C(C(CO)O)O.[Cl-].[K+]
88477504,C(C(COI(=O)=O)O)O
88477505,C(C(C(O)I(=O)=O)O)O
88478536,CC(C(CO)O)O.N
88496846,CC(CO)O.[Mo]
88496866,CC(CO)O.[V]
88496933,[CH2-]C(CO)O.[V]
88503458,C(C(CO)O)O.[I-].[Cs+]
88507663,[CH2-]C(CO)O.[Mo]
88508599,C.CO.C(C(CO)O)O
88509892,C(C(CO)O)O.O.O.O.[Ti]
88509893,C(C(CO)O)O.O[Ti]=O
88514104,C(C(CO)O)O.O[Si](O)(O)O
88515598,C(C(CO)O)O.O.O[Si](=O)O
88518314,C(CO)CO.[Po]
88521829,C(C(CO)OC#CO)O
88526235,C(C(CO)O[Sb])O.O.O
88526236,C(C(CO[Sb])O)O.O.O
88526237,C(C(CO[Sb])O)O
88526238,C(C(CO)O)O.O.O.O.[Sb]
88589195,CC(C(COC)O)O
88598348,C(C(CO)O)O.[K+].[I-]
88602334,CC(CO)O.Cl.[Ca]
88606496,CCCO.C(C(CO)O)O.[Si]
88610290,CO.C(C(CO)O)O.Cl
88625982,C(C(CO[PH-])O)O
88625984,C(C(C(O)[PH-])O)O
88626594,C(C(C(O)P)O)O.[Ca]
88632623,CC(CO)O.CO.Cl
88633574,C(C(COS(=O)(=O)O)O)O
88654281,C(C(COCl)O)O.[Al]
88654485,CC(CO)O.OCl
88680928,CC(C(C)O[Se](=O)O)O
88680931,CC(C(C)O)O.O[Se](=O)O
88681604,CC(CO[Se](=O)O)O
88681606,CC(CO)O.O[Se](=O)O
88682751,C1C(O1)CO.[Po]
88709676,C(C(CO)O)O.Cl.[Sn]
88730982,CC(CO)O.CO.O
88738230,C(C(CO)OCl(=O)(=O)=O)O
88738231,C(C(COCl(=O)(=O)=O)O)O
88738233,C(C(CO)O)O.OCl(=O)(=O)=O
88750795,CC(CO)O.[K]
88762192,C(C(CO)O)O.O[Si](O)(O)O[Si](O)(O)O
88765909,CC(CO)O.[Co]
88772523,C(C(CO)OP(O)O)O
88772526,C(C(CO)O)O.OP(O)O
88775758,C(C(CO)O)O.F[Sb](F)(F)(F)F
88792005,C(C(CO)O)O.[Co]
88800173,CC(CO)O.O.O.O.[Ti]
88800174,CC(CO)O.O[Ti]=O
88804661,CC(CO)O.[OH-].[Na+]
88804666,C(C(CO[Al])O)O.O
88812012,C(C(CO)OS)O
88812656,C(C(CO)O)O.[Al].I
88812657,C(C(C(O)I)O)O.[Al]
88812658,C(C(COI)O)O.[Al]
88813021,C(C(COSO)O)O
88830469,COOOC.C(C(CO)O)O
88908635,C(C(CON(O)O)ON(O)O)O
88923410,C.CC(C(C)O)O
88986835,[B](C)CC(CO)O
88995264,[B]CCC(CO)O
89081062,CC(CO)OOOO
89116364,CC(CO)O.[Y]
89121038,CC(C(C)OS)O
89158333,C(C(CO)O)O.NON
89233205,C(C(CO[P+](O)(O)O)O)O
89265015,CCC(C(C)O)O
89303592,C#COC(CO)CO
89314447,CC(COS)O
89357848,C(C(C(O)I)O)O
89412057,C(C(C(O)O)OO)O
89508759,CCC(CO)OI
89698736,CC(CO)O.[Po]
89788054,C(C(C(CO)OS)O)O
90020850,C(C(CO)O)O.[Cu]
90040449,C[Al](C)C.C(C(CO)O)O
90097537,[B].C(C(CO)O)O
90220249,C(C(CO)O)O.O=[Ag]
90479143,C1C(O[Al]O1)CO.O
90479144,C1C(O[Al]O1)CO
90479145,C1C(O[Al]O1)CO.O
90479146,C1C(O[Al]O1)CO
90848180,CCC(C[O])O
92257131,C(COCC(CO)O)O
100974131,C[C](CO)O
101038635,CC(CO)[O]
101088852,C(C(CO[NH3+])O)O
101212820,C(C(CO)[O-])O
101224759,C(C(C(C[SeH])O)O)[SeH]
101479583,CCC(CO)[O]
101479584,CC(CCO)[O]
101608138,CC(C(COC)O)O
101616337,C[CH]C(CO)O
101989986,CC(C(C)O)O
102249536,C(C(C[SeH])O)O
102262726,C[O-].C(C(C[O-])O)O.[Ca+2]
102406858,COCC(COC)O
102467070,COCC(COC)O
102601107,CC(C(C)O)O
117064339,C(C(CO)O)O
117796450,C(C(COI)O)O
117963641,CC(C(CO)OC)O
118987195,CC(C[O-])O.O
121369559,C(C(CO)OCI)O
121494076,C1C(O[Al]O1)CO
122199544,C(C(CO)O)O
122546447,CC(CO)OS
124200287,CC(C(CO)OC)O
124203146,CC(CCO)O
126611715,C(C(COP)O)O
129288732,CCC(COF)O
129288734,C(C(COF)O)OF
129390406,CC(C(COC)O)O
129390408,CC(C(COC)O)O
130144820,C(C(C(CO)F)O)O
130207314,C(COS)C(CO)OS
130350932,C(CO)C(COF)O
130454333,C(C(CO)O)O.[Na].[Na]
130624159,CC(C(CO)OC)OC
130661191,CCOC(CO)COC
130733089,C(C(C(CO)F)O)O
130747072,CC(C(CO)OC)OC
131106649,CC(C(COC)OC)O
131110186,C(C(COS(=O)(=O)O)O)O
131178839,C(C(C(CO)F)O)O
131708659,C(C(C(CO)O)O)O
131875573,C(C(CO)O)O
132054889,CC(CO)O.COO
132061328,C(C(COSS)O)OS
132575456,CC(CO)O[O]
133673407,[B-]1([OH+]CC(O1)CO)(O)O
133673408,[B-]1(OCC(O1)CO)(O)O
133679439,[B-]1([OH+]C(CO1)CO)(O)O
134160043,CC(CO)O.[AlH3].Cl
134160044,CC(CO)O.[AlH3].Cl
134163370,CC(C(C(C)O)O)O
135334439,C(C(CO)O)O.OOO
135351774,C(C(CO)(O)O)O.N
135775433,C(C(CO)O)O
137349005,C(CO)C(C[O])O
137424636,C(C(CO)O)O.S
137502141,COC(CO)CO.Cl
138493476,CC(C(CO)O)OO
139079017,C(C(C[O-])O)O.[Na+]
139080551,C(C(CO)[O-])O.[K+]
141875161,CC(C(CO)O)O
145228046,CC(CO)OF
146196955,CC(CO)O.N.Cl
146418321,C(C(COCl)O)O.Cl.Cl
146448374,CC(CO)OCCCO
867,C(C(=O)O)C(=O)O
487,CC(C(=O)O)C(=O)O
68152,C(CO)C(=O)O
17687,C(C(=O)[O-])C(=O)[O-].[Tl+].[Tl+]
11686,CC(C)(C(=O)O)C(=O)O
9084,C(C(=O)[O-])C(=O)[O-]
23511544,[H+].[H+].C(C(=O)[O-])C(=O)[O-]
10313457,C(C(=O)[O-])C(=O)[O-].[Sr+2]
5459847,C(CO)C(=O)[O-]
538366,COC(=O)CC(=O)O
18365,C(C(=O)O)(C(=O)O)F
23673630,C(C(=O)O)C(=O)[O-].[K+]
10820511,CC(C(=O)O)C(=O)O
274406,C(C(=O)O)(C(=O)O)C(=O)O
123087,C(C(=O)O)C(=O)O
91886468,C(C(=O)[O-])C(=O)[O-].O.[Ca+2]
24190663,C(C(=O)O)C(=O)O.[Tl]
23719500,C(C(=O)O)C(=O)[O-].[Na+]
23691016,C(C(=O)O)(C(=O)[O-])F.[K+]
20163314,C(C(=O)O)(C(=O)O)I
16213460,C(C(=O)O)C(=O)O
11332425,C(C(=O)O)C(=O)O
3748644,C(C(=O)O)C(=O)[O-]
517114,C(C(=O)[O-])C(=O)[O-].[Ca+2]
86586946,[CH-](C(=O)[O-])C(=O)[O-].[Na+]
71309289,CC(C(=O)O)C(=O)O
58583240,C([C-]=O)C(=O)O.[Y]
57568682,C(C(=O)O)C(=O)O.[Ag].[Ag]
54147700,C(C(=O)O)C(=O)O
54065385,C(C(=O)OO)C(=O)OO
23615413,C(C(=O)O)C(=O)O.C(C(=O)O)C(=O)O
21759313,CC(C(=O)O)(C(=O)O)C(=O)O
19833153,CC(=O)OC(=O)CC(=O)O
19818022,C(C(=O)O)C(=O)OO
19693250,C(C(=O)[O-])C(=O)[O-].[Cu+2]
18764728,C(C(=O)O)C(O)(O)O
15696986,C(C(=O)O)(C(=O)O)S
14743556,C(C(=O)[O-])C(=O)[O-].[Ba+2]
5150397,C(C(=O)O)C(=O)O.[Pt]
2735073,C(C(=O)[O-])C(=O)[O-].O.[Na+].[Na+]
521147,C(C(C(=O)O)C(=O)O)O
81687,C(C(=O)O)C(=O)O.[Cu]
129692949,C(C(=O)[O-])C(=O)[O-].O.O.[Ca+2]
129668033,C(C(=O)O)C(=O)O.[Pd]
129664901,C(C(=O)O)C(=O)[O-].[NH4+]
129662917,C(C(=O)O)C(=O)O.[Fe]
129657670,C(C(=O)O)C(=O)O.[Cd]
123884364,C(C(=O)O)(C(=O)O)[SiH3]
123455420,C(C(=O)O)C(=O)O.C(=O)=O
91567189,CC.COC(=O)CC(=O)O
90927428,B(O)(OC(=O)CC(=O)O)OC(=O)CC(=O)O
90738293,C(C(=O)OC(=O)C(C(=O)O)F)F
90151794,CC[CH2-].C(C(=O)O)C(=O)O.N.[Na+]
88911961,CCCC(=O)O.C(C(=O)O)C(=O)O
88802620,CC(C)(C(=O)O)C(=O)O.[Cu]
88611461,[CH2-]C(=O)O.[CH2-]C(=O)O.C(C(=O)O)C(=O)O.[Ag].[Ag].[Ag+].[Ag+]
88501367,[CH3-].CC[O-].C(C(=O)O)C(=O)O.[Mg+2]
88432897,CC(=O)O.CC(=O)O.C(C(=O)O)C(=O)O
88379005,C[CH2-].CC[O-].C(C(=O)O)C(=O)O.[Mg+2]
88282473,CCC[CH2-].CCC[CH2-].C(C(=O)O)C(=O)O.[Mg+2]
88070378,CCCC.C(C(=O)O)C(=O)OBr
88068726,C[CH2-].C[CH2-].C(C(=O)O)C(=O)O.[Mg+2]
88048178,C(C(=O)OS)C(=O)OS
87957381,CC.C(C(=O)O)C(=O)OCl
87713726,CC(C)(C(=O)O)C(=O)O.Cl
87649308,C(C(=O)O)C(=O)O.O.O
87635281,COC(=O)CC(=O)O.C(C(=O)O)C(=O)O
87536244,C(COC(=O)CC(=O)O)C(=O)O
87529148,CCCC.C(C(=O)O)C(=O)OCl
87528973,CCCOOC(=O)CC(=O)O
87528870,CCOOC(=O)CC(=O)O
87502943,CC(C)(C(=O)O)C(=O)OCl
87459709,CCCC.C(C(=O)O)C(=O)OF
87435895,CCCC.C(C(=O)O)C(=O)ON
87392619,CCCC.C(C(=O)O)C(=O)O
87384424,COOC(=O)CC(=O)O
87248763,CC(C(=O)O)C(=O)O.C(C(=O)O)C(=O)O
87234242,COC(=O)CC(=O)O
87185365,CCC(=O)O.CC(C(=O)O)C(=O)O
87069295,CC(C(=O)O)C(=O)O.CC(=O)O
86738845,CO.[CH-](C(=O)O)C(=O)O.[Na+].[Na+]
86616729,C(C(=O)[O-])C(=O)[O-].O.O.[Zn+2]
86615040,COC(=O)CC(=O)O.[Cl-]
86601933,C(C(=O)[O-])C(=O)[O-].O.[Mn+2]
60113013,C(C(=O)O)C(=O)O[Al].[K]
60098719,[CH]COC(=O)CC(=O)O
60069298,C(C(=O)O)C(=O)OCF
60020201,[CH3-].[CH3-].C(C(=O)O)C(=O)O.[Pt+2]
59990316,C(C(=O)[O-])C(=O)[O-].[Rb+].[Rb+]
59985447,CC(C(=O)O)C(=O)O
59985077,C(C(=O)O)C(=O)O.[Re].[Rf]
59983783,[CH2-]C(C(=O)O)C(=O)O.[Y]
59969306,C([C-]=O)C(=O)O
59955263,C(C(=O)O)C(=O)O.[Re].[Re]
59889988,C(C(=O)O)C(=O)O.[Rf].[Rf]
59193509,C(C(=O)O)C(=O)[O-].C(C(=O)O)C(=O)[O-].[Mg+2]
59193508,C(C(=O)O)C(=O)[O-].[OH-].[Mg+2]
59045965,C(C(=[OH+])O)C(=O)O
58861805,[B]C(C)(C(=O)O)C(=O)O
58479504,[CH](C(=O)O)C(=O)O
58468454,C([CH]O)C(=O)O
58361373,[CH-](C(=O)O)C(=O)O.N=[W]
57485421,C(C(=O)O)C(=O)F
57275229,COC(=O)CC(=O)OC(=O)CC(=O)O
57107963,C(C(=O)O)C(=O)OC(=O)CC(=O)OC(=O)CC(=O)O
57072787,C(COS(=O)[O-])C(=O)O
57064007,C(COSO)C(=O)O
57047915,CC(C)(C(=O)O)C(=O)OF
56629044,C(C(=O)O)C(=O)[P+](O)(O)O
54165197,CC(C)(C(=O)O)C(=O)O
53997470,C(C(=O)O)C(=O)ON
53445323,C(C(=O)O)C(=O)O.[Na]
53443008,[CH3-].C(C(=O)O)C(=O)O.[K+]
53442826,C[CH2-].C(C(=O)O)C(=O)O.[K+]
44153226,C(C(=O)O)C(=O)O.N
24884229,C(C(=O)[O-])C(=O)[O-].O.[Ca+2]
23619706,CCC(=O)OC(=O)CC(=O)O
23527430,[B]P(O)OC(=O)CC(=O)O
23177485,C(C(=O)O)C(=O)OCl
22622759,C(C(C(=O)O)(C(=O)O)C(=O)O)O
22081019,C(C(=O)O)C(=O)O.[W].[W]
21799765,[H+].C(C(=O)[O-])C(=O)[O-].[NH4+]
21475472,C(C(=O)O)C(=O)OC(=O)CC(=O)O
21018748,[CH3-].COC(=O)CC(=O)O.[Y]
20597133,C(C(=O)O)C(=O)O.[Pa].[Pa]
20549784,C(COO)C(=O)O
20146922,C#C.C(C(=O)O)C(=O)O
20111844,B(C(C)(C(=O)O)C(=O)O)(O)O
19913916,C(#CC(=O)O)C(C(=O)O)C(=O)O
19861039,[H+].C(C(=O)[O-])C(=O)[O-].C(C(=O)[O-])C(=O)[O-]
19753733,CC(C(=O)O)(C(=O)O)F
19422336,C#C.C(C(=O)O)C(=O)O.C(C(=O)O)C(=O)O
18956355,C(C(=O)O)C(=O)OBr
18517262,C(C(=O)O)C(=O)OOOC(=O)CC(=O)O
18408119,C(C(=O)[O-])C(=O)[O-].[Cs+].[Cs+]
18408112,C(C(=O)[O-])C(=O)[O-].[Rb+].[Rb+]
16684457,C(C(=O)O[Tl])C(=O)O[Tl]
16213461,C(C(=O)O)C(=O)O
15176477,COC(=O)C(C(=O)O)F
5461058,CC(C(=O)O)C(=O)[O-]
145827429,C(C(=O)O)C(=O)O.O.O.[Pt]
145707277,C(C(=O)[O-])C(=O)OO.[Na+]
145196183,B1(OC(=O)CC(=O)O1)OC(=O)CC(=O)O
142703021,C(C(=O)O)C(=O)OOO
142384307,C(C(=O)[O-])C(=O)[O-].O.[Mg+2]
141648730,CC(C(=O)O)(C(=O)[O-])F.[Na+]
141502297,CC(C(=O)O)C(=O)O.O
141391438,CC(C(=O)O)C(=O)O
141268970,C(C(=O)O)C(=O)[O-].C(C(=O)O)C(=O)[O-].[Ca+2]
141219827,CC(C(=O)O)C(=O)O
141134747,C(C(=O)[O-])C(=O)[O-].O.[Sr+2]
141004436,C(COCl)C(=O)O
140476653,C(C(=O)O)F.C(C(=O)O)(C(=O)O)F
140406748,C(C(=O)O)C(=O)O[Tl].C(=O)O[Tl]
139635407,COC(=O)C(C(=O)O)C(=O)O
139625265,C(C(=O)[O-])C(=O)[O-].O.[K+].[K+]
138404317,C(C(=O)O)C(=O)O.[Cr]
135027177,CC(C)(C(=O)O)C(=O)O
129829194,C([CH-]O)C(=O)O.O[Co]=O
129817941,C(C(=O)O)C(=O)[O-].[Cs+]
129773389,C(C(=O)O)C(=O)O.C(C(=O)O)C(=O)[O-].[Ce]
129772685,C(C(=O)O)C(=O)O.O.O.O
129772683,C(C(=O)[O-])C(=O)[O-].O.O.[K+].[K+]
129762799,C(C(=O)O)C(=O)O.C(C(=O)O)C(=O)[O-].[Pu]
129713610,C(C(=O)O)C(=O)[O-].[Cl-].[Ca+2]
129709605,C(C(=O)O)C(=O)[O-].[NH4+].[Cu]
129698541,C(C(=O)O)C(=O)O.O.[Cd]
129692938,C(C(=O)O)C(=O)O.O.O.[Mn]
129692935,C(C(=O)O)C(=O)O.O.O.[Ni]
129692922,C(C(=O)O)C(=O)O.O.O.[Fe]
129692920,C(C(=O)O)C(=O)O.O.[Fe]
129692910,C(C(=O)O)C(=O)O.O.O.[Cu]
129692908,C(C(=O)O)C(=O)O.[Mn]
129692907,C(C(=O)O)C(=O)O.O.O.[Zn]
129692475,C(C(=O)O)C(=O)O.O.O.[Co]
129668699,C(C(=O)O)C(=O)O.[Ni]
129661826,C(C(=O)O)C(=O)O.[Mn].[Mn]
129633866,C(C(=O)O)C(=O)O.[Cu].[Cu]
129633666,C(C(=O)O)C(=O)O.[Zn]
129632318,C(C(=O)O)C(=O)O.[Co]
123723652,CC(C)(C(=O)O)C(=O)OO
90949799,CC(C(=O)O)C(=O)O
89876301,C(C(=O)O)C(=O)O.O.Cl
89288163,C(C[O-])C(=O)O.[Na+]
88615336,CC(C(=O)O)C(=O)O.Cl
88485212,C(C(=O)O)C(=O)O.Br
88296639,C(CO)C(=O)OO
87891672,CCCC.C(C(=O)O)C(=O)OO
87514857,C(C(=O)O)C(=O)O.OO
87406576,C(C(=O)O)PC(C(=O)O)C(=O)O
87378374,CCC(=O)O.C(C(=O)O)C(=O)O
87370726,C(C(=O)O)C(=O)O.O
87327095,CCC(=O)O.C(C(=O)O)C(=O)O.C(C(=O)O)C(=O)O
87209507,C(C(=O)O)C(=O)O.Cl
87194251,C(CO)C(=O)O.O
86112605,C(C(C(=O)O)C(=O)O)F
23513157,C(C(C(=O)O)C(=O)O)I
21461451,[H+].C(C(=O)[O-])C(=O)[O-].[K+]
21461005,CC(C(=O)O)C(=O)OO
